,index,address,bathrooms,country,detailedType,distance,exterior,externalReference,floor,has360,has3DTour,hasLift,hasPlan,hasVideo,latitude,longitude,municipality,newDevelopment,numPhotos,operation,parkingSpace,price,priceByArea,propertyCode,propertyType,province,rooms,showAddress,size,status,suggestedTexts,thumbnail,url
288,38,Minturno,2,it,{'typology': 'flat'},594632,False,A121VRG,1,False,False,False,False,False,41.2645,13.748642,Minturno,False,20,sale,,60000.0,667.0,17271467,flat,Latina,5,False,90.0,renew,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/dd/09/76/212278628.jpg,https://www.idealista.it/immobile/17271467/
289,39,Minturno,1,it,"{'typology': 'flat', 'subTypology': 'duplex'}",594627,False,,2,False,False,False,False,False,41.2628782,13.7456536,Minturno,False,9,sale,,55000.0,753.0,12946316,duplex,Latina,3,False,73.0,good,"{'subtitle': 'Minturno', 'title': 'Dúplex'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/e9/86/31/121642974.jpg,https://www.idealista.it/immobile/12946316/
290,40,Viale dei borghi,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594623,False,20,,False,False,,False,False,41.9606821,14.7833932,Montenero di Bisaccia,False,26,sale,,75000.0,469.0,16921994,chalet,Campobasso,7,False,160.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Casa independiente en Viale dei borghi'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/17/64/da/205192357.jpg,https://www.idealista.it/immobile/16921994/
291,41,Via appia s/n,1,it,{'typology': 'flat'},594622,False,A333,2,False,False,False,True,False,41.2521785,13.7263977,Minturno,False,11,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",170000.0,2615.0,16492158,flat,Latina,3,True,65.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5c/2c/3a/196954810.jpg,https://www.idealista.it/immobile/16492158/
292,42,Via appia s/n,2,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594622,False,A349,,False,False,,False,False,41.2521785,13.7263977,Minturno,False,11,sale,,165000.0,1375.0,17531740,chalet,Latina,3,True,120.0,renew,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via appia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/9f/04/be/217582636.jpg,https://www.idealista.it/immobile/17531740/
293,43,Strada Statale 430 s/n,1,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",594619,False,R/1852,bj,False,False,,True,False,41.3408555,13.8814109,Rocca d'Evandro,False,21,sale,,43000.0,1229.0,17658430,chalet,Caserta,2,True,35.0,good,"{'subtitle': ""Rocca d'Evandro"", 'title': 'Chalet adosado en Strada Statale 430 s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/22/1e/bb/222464692.jpg,https://www.idealista.it/immobile/17658430/
294,44,Corso VITTTORIO EMANUELE,1,it,{'typology': 'flat'},594611,False,,1,False,False,False,False,False,41.2643656,13.7479776,Minturno,False,9,sale,,89000.0,593.0,17680520,flat,Latina,4,False,150.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Corso VITTTORIO EMANUELE'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/25/cf/ce/220970473.jpg,https://www.idealista.it/immobile/17680520/
295,45,Minturno,1,it,{'typology': 'flat'},594589,False,01-237,bj,False,False,,False,False,41.262802,13.744746,Minturno,False,4,sale,,110000.0,2000.0,12038535,flat,Latina,2,False,55.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/96/7b/73/111072156.jpg,https://www.idealista.it/immobile/12038535/
296,46,"Viale Europa, 25",1,it,{'typology': 'flat'},594584,False,AV 023,2,False,False,True,False,False,41.9596191,14.7814236,Montenero di Bisaccia,False,21,sale,,99000.0,943.0,12206752,flat,Campobasso,4,True,105.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Piso en Viale Europa, 25'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5b/d0/73/104714935.jpg,https://www.idealista.it/immobile/12206752/
297,47,Corso VITT.EMANUELE,2,it,"{'typology': 'countryHouse', 'subTypology': 'casaDePueblo'}",594584,False,,en,False,False,,False,False,41.2641656,13.7470776,Minturno,False,16,sale,,69000.0,575.0,16937533,countryHouse,Latina,4,False,120.0,good,"{'subtitle': 'Minturno', 'title': 'Casa de pueblo en Corso VITT.EMANUELE'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/81/06/33/205520222.jpg,https://www.idealista.it/immobile/16937533/
298,48,Via Tommaso Alessandrini,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594582,False,rif.30,,False,False,,False,True,41.9610897,14.7832291,Montenero di Bisaccia,False,39,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",120000.0,436.0,16948780,chalet,Campobasso,9,False,275.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Casa independiente en Via Tommaso Alessandrini'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/cd/7a/f9/205707578.jpg,https://www.idealista.it/immobile/16948780/
299,49,Minturno,1,it,{'typology': 'flat'},594580,False,1409,2,False,False,False,False,False,41.2641258,13.7469296,Minturno,False,18,sale,,55000.0,556.0,11835761,flat,Latina,3,False,99.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/5e/18/10/98528071.jpg,https://www.idealista.it/immobile/11835761/
300,0,Montenero di Bisaccia,2,it,{'typology': 'flat'},594575,False,rif 220 (54377605),1,False,False,,False,False,41.9605044,14.7823831,Montenero di Bisaccia,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",70000.0,583.0,13698975,flat,Campobasso,6,False,120.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/90/69/ab/154684579.jpg,https://www.idealista.it/immobile/13698975/
301,1,"Via Spiritiera, 8",1,it,{'typology': 'flat'},594571,False,A186VRG,1,False,False,False,False,False,41.2495268,13.7206267,Minturno,False,8,sale,,78000.0,1733.0,18105320,flat,Latina,2,True,45.0,,"{'subtitle': 'Minturno', 'title': 'Piso en Via Spiritiera, 8'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/04/02/d2/229023095.jpg,https://www.idealista.it/immobile/18105320/
302,2,Corso vittorio emanuele,1,it,{'typology': 'flat'},594571,False,,2,False,False,False,False,False,41.2652656,13.7487776,Minturno,False,8,sale,,48000.0,686.0,17674296,flat,Latina,2,False,70.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Corso vittorio emanuele'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f7/0f/d8/220863284.jpg,https://www.idealista.it/immobile/17674296/
303,3,Montenero di Bisaccia,2,it,"{'typology': 'chalet', 'subTypology': 'villa'}",594540,False,596 (76133294),,False,False,,False,False,41.95869,14.77954,Montenero di Bisaccia,False,15,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",270000.0,900.0,17872113,chalet,Campobasso,6,False,300.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Villa'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/3e/b8/71/224637208.jpg,https://www.idealista.it/immobile/17872113/
304,4,"Viale degli Eroi, 11",2,it,{'typology': 'flat'},594529,False,MINTURNO,3,False,False,False,False,False,41.2631372,13.7441407,Minturno,False,22,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",159000.0,1223.0,12700860,flat,Latina,4,True,130.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Viale degli Eroi, 11'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/20/6d/e9/226208737.jpg,https://www.idealista.it/immobile/12700860/
305,5,Argentieri,1,it,{'typology': 'flat'},594528,False,0473,bj,False,False,False,False,False,41.9626259,14.7842447,Montenero di Bisaccia,False,12,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",65000.0,878.0,17343795,flat,Campobasso,3,False,74.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Piso en Argentieri'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2c/8a/fb/213748694.jpg,https://www.idealista.it/immobile/17343795/
306,6,"leopardi, 7",3,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",594527,False,,,False,False,,False,False,41.5463877,14.2109317,Sant`Agapito,False,21,sale,,140000.0,700.0,17698171,chalet,Isernia,6,True,200.0,good,"{'subtitle': 'Sant`Agapito', 'title': 'Chalet pareado en leopardi, 7'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d8/d7/c1/221278366.jpg,https://www.idealista.it/immobile/17698171/
307,7,Via Diritto Portico,2,it,"{'typology': 'flat', 'subTypology': 'duplex'}",594526,False,4040,3,False,False,False,False,False,41.2650329,13.7474735,Minturno,False,14,sale,,59000.0,843.0,12070115,duplex,Latina,3,False,70.0,good,"{'subtitle': 'Minturno', 'title': 'Dúplex en Via Diritto Portico'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/2f/b5/07/167979959.jpg,https://www.idealista.it/immobile/12070115/
308,8,Via Argentieri,1,it,{'typology': 'flat'},594516,False,AV 002,bj,False,False,False,True,False,41.962067,14.7833547,Montenero di Bisaccia,False,15,sale,,65000.0,813.0,13148589,flat,Campobasso,4,False,80.0,good,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Piso en Via Argentieri'}",https://img3.idealista.it/blur/WEB_LISTING/90/id.pro.it.image.master/bb/d1/98/127086274.jpg,https://www.idealista.it/immobile/13148589/
309,9,"Via Sant'Angelo, 85",2,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",594510,False,,,False,False,,False,False,41.2717277,13.7590513,Minturno,False,5,sale,,105000.0,750.0,12369829,chalet,Latina,4,True,140.0,good,"{'subtitle': 'Minturno', 'title': ""Chalet pareado en Via Sant'Angelo, 85""}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/10/f0/77/107296644.jpg,https://www.idealista.it/immobile/12369829/
310,10,Via Monte Ducale,1,it,{'typology': 'flat'},594507,False,a133,2,False,False,,False,False,41.2618559,13.7414202,Minturno,False,9,sale,,85000.0,1545.0,7421549,flat,Latina,3,False,55.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Monte Ducale'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/4f/68/e1/27756721.jpg,https://www.idealista.it/immobile/7421549/
311,11,Via SPIRITIERA s/n,1,it,"{'typology': 'flat', 'subTypology': 'studio'}",594493,False,,en,False,False,False,True,False,41.2506455,13.7210541,Minturno,False,10,sale,,75000.0,1250.0,18052967,studio,Latina,1,True,60.0,good,"{'subtitle': 'Minturno', 'title': 'Estudio en Via SPIRITIERA s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/a9/4b/e1/228047439.jpg,https://www.idealista.it/immobile/18052967/
312,12,"Via Spiritiera, Minturno, LT s/n",1,it,{'typology': 'flat'},594493,False,Cp0177,bj,False,False,False,False,False,41.2506455,13.7210541,Minturno,False,25,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",120000.0,2182.0,15273529,flat,Latina,3,True,55.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via Spiritiera, Minturno, LT s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/95/8b/3f/174769994.jpg,https://www.idealista.it/immobile/15273529/
313,13,Rocca d'Evandro,1,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594482,False,AC99-149-828,,False,False,,False,False,41.3444554,13.8848758,Rocca d'Evandro,False,20,sale,,130000.0,520.0,17879050,chalet,Caserta,10,False,250.0,good,"{'subtitle': ""Rocca d'Evandro"", 'title': 'Casa independiente'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/51/c3/b4/224775582.jpg,https://www.idealista.it/immobile/17879050/
314,14,Via per Tufo s/n,1,it,{'typology': 'flat'},594471,False,Cp0125,2,False,False,False,True,False,41.2643661,13.7451791,Minturno,False,26,sale,,80000.0,523.0,14478057,flat,Latina,6,True,153.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via per Tufo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/56/eb/09/151650442.jpg,https://www.idealista.it/immobile/14478057/
315,15,Via Per Tufo s/n,1,it,"{'typology': 'chalet', 'subTypology': 'semidetachedHouse'}",594471,False,CP0139,,False,False,,False,False,41.2643661,13.7451791,Minturno,False,13,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",78000.0,940.0,14477830,chalet,Latina,4,True,83.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet pareado en Via Per Tufo s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c4/8f/fe/151646389.jpg,https://www.idealista.it/immobile/14477830/
316,16,SANTA LUCIA,3,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",594467,False,,,False,False,,False,False,41.2648996,13.7460519,Minturno,False,19,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",250000.0,1250.0,17801116,chalet,Latina,5,False,200.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet adosado en SANTA LUCIA'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/fb/3f/21/223223922.jpg,https://www.idealista.it/immobile/17801116/
317,17,Minturno,1,it,{'typology': 'flat'},594453,False,01-V000241,1,False,False,False,True,False,41.2506455,13.7202541,Minturno,False,33,sale,,150000.0,1667.0,17208467,flat,Latina,3,False,90.0,good,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/6f/b7/3a/211057299.jpg,https://www.idealista.it/immobile/17208467/
318,18,Minturno,1,it,{'typology': 'flat'},594444,False,01-959,2,False,False,,False,False,41.264229,13.7443842,Minturno,False,13,sale,,150000.0,1765.0,12038648,flat,Latina,3,False,85.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/f6/b6/4c/111074811.jpg,https://www.idealista.it/immobile/12038648/
319,19,Minturno,2,it,{'typology': 'flat'},594440,False,01-203,,False,False,,False,False,41.2645018,13.7448027,Minturno,False,15,sale,,150000.0,1364.0,14494817,flat,Latina,4,False,110.0,,"{'subtitle': 'Minturno', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/d0/ff/5c/151970156.jpg,https://www.idealista.it/immobile/14494817/
320,20,Via degli eroi s/n,1,it,{'typology': 'flat'},594434,False,A344,2,False,False,False,False,False,41.2627001,13.7414545,Minturno,False,7,sale,,63000.0,1260.0,17080797,flat,Latina,2,True,50.0,good,"{'subtitle': 'Minturno', 'title': 'Piso en Via degli eroi s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/af/74/18/208499018.jpg,https://www.idealista.it/immobile/17080797/
321,21,Santa Lucia s/n,3,it,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",594431,False,Cp0182,,False,False,,False,False,41.2656996,13.7467519,Minturno,False,26,sale,,245000.0,1099.0,15509848,chalet,Latina,12,True,223.0,good,"{'subtitle': 'Minturno', 'title': 'Chalet adosado en Santa Lucia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/c6/94/2c/178751597.jpg,https://www.idealista.it/immobile/15509848/
322,22,Via Santa Lucia s/n,3,it,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",594431,False,,,False,False,,False,False,41.2656996,13.7467519,Minturno,False,4,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",150000.0,1000.0,13850263,chalet,Latina,5,True,150.0,good,"{'subtitle': 'Minturno', 'title': 'Casa independiente en Via Santa Lucia s/n'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/17/70/d0/202324443.jpg,https://www.idealista.it/immobile/13850263/
323,23,Montenero di Bisaccia,1,it,{'typology': 'flat'},594403,False,rif 503 (54389915),1,False,False,False,False,False,41.9639044,14.7837831,Montenero di Bisaccia,False,14,sale,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",54000.0,383.0,13698983,flat,Campobasso,7,False,141.0,renew,"{'subtitle': 'Montenero di Bisaccia', 'title': 'Piso'}",https://img3.idealista.it/blur/WEB_LISTING/0/id.pro.it.image.master/23/04/d0/154685228.jpg,https://www.idealista.it/immobile/13698983/
